id,class,order,family,species,iucn,criteria,population,systems,realm
20,Reptilia,Squamata,Anguidae,Abronia montecristoi,EN,B1ab(iii),Decreasing,Terrestrial,Neotropical
75,Reptilia,Testudines,Chelidae,Acanthochelys pallidipectoris,EN,A2cde+3cde+4cde; C1+2a(i),Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical
76,Reptilia,Testudines,Chelidae,Acanthochelys spixii,LR_NT,,,Terrestrial|Freshwater (=Inland waters),Neotropical
78,Reptilia,Testudines,Chelidae,Acanthochelys radiolata,LR_NT,,,Terrestrial|Freshwater (=Inland waters),Neotropical
161,Reptilia,Squamata,Xenodermidae,Achalinus werneri,NT,B1a,Unknown,Terrestrial,Palearctic
282,Reptilia,Squamata,Boidae,Acrantophis dumerili,LC,,Stable,Terrestrial,Afrotropical
283,Reptilia,Squamata,Boidae,Acrantophis madagascariensis,LC,,Stable,Terrestrial,Afrotropical
521,Reptilia,Squamata,Dipsadidae,Adelphicos daryi,EN,B1ab(iii),Unknown,Terrestrial,Neotropical
612,Reptilia,Squamata,Gekkonidae,Afroedura hawequensis,LC,,Stable,Terrestrial,Afrotropical
840,Reptilia,Squamata,Lacertidae,Algyroides marchi,EN,"B1ab(iii,v)",Decreasing,Terrestrial,Palearctic
867,Reptilia,Crocodylia,Alligatoridae,Alligator sinensis,CR,"A1b; B1ab(ii,v)+2ab(ii,v); C1+2a(i)",Stable,Freshwater (=Inland waters),Indomalayan
939,Reptilia,Squamata,Dipsadidae,Alsophis antiguae,CR,B1ab(v),Increasing,Terrestrial,Neotropical
940,Reptilia,Squamata,Dipsadidae,Hypsirhynchus ater,CR,C2a(i); D,Decreasing,Terrestrial,Neotropical
941,Reptilia,Squamata,Dipsadidae,Alsophis rijgersmaei,EN,B1ab(iii),Decreasing,Terrestrial,Neotropical
942,Reptilia,Squamata,Dipsadidae,Alsophis rufiventris,VU,D2,Stable,Terrestrial,Neotropical
1086,Reptilia,Squamata,Iguanidae,Amblyrhynchus cristatus,VU,A2abce+4abce,Decreasing,Terrestrial|Marine,Neotropical
1118,Reptilia,Squamata,Teiidae,Pholidoscelis polops,EN,B2ab(iii),Unknown,Terrestrial,Neotropical
1119,Reptilia,Squamata,Teiidae,Pholidoscelis cineraceus,EX,,,Terrestrial,Neotropical
1120,Reptilia,Squamata,Teiidae,Pholidoscelis major,DD,,Unknown,Terrestrial,Neotropical
1181,Reptilia,Testudines,Trionychidae,Amyda cartilaginea,VU,A1cd+2cd,,Terrestrial|Freshwater (=Inland waters),Indomalayan
1319,Reptilia,Squamata,Anolidae,Anolis roosevelti,CR,D,Unknown,Terrestrial,Neotropical
1541,Reptilia,Squamata,Scincidae,Anomalopus mackayi,LC,,Decreasing,Terrestrial,Australasian
1555,Reptilia,Squamata,Anomochilidae,Anomochilus leonardi,LC,,Unknown,Terrestrial,Indomalayan
1920,Reptilia,Squamata,Pygopodidae,Aprasia aurita,NT,B2a,Stable,Terrestrial,Australasian
1921,Reptilia,Squamata,Pygopodidae,Aprasia pseudopulchella,LC,,Stable,Terrestrial,Australasian
2173,Reptilia,Testudines,Trionychidae,Nilssonia nigricans,CR,A4cd,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
2174,Reptilia,Testudines,Trionychidae,Nilssonia leithii,CR,A2cd+4cd,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
2176,Reptilia,Squamata,Pythonidae,Aspidites ramsayi,LC,,Unknown,Terrestrial,Australasian
2417,Reptilia,Squamata,Elapidae,Austrelaps labialis,LC,,Unknown,Terrestrial,Australasian
2593,Reptilia,Squamata,Scincidae,Barkudia insularis,CR,"B1ab(i,ii,iii)",Unknown,Terrestrial,Indomalayan
2817,Reptilia,Squamata,Viperidae,Bitis inornata,LC,,Stable,Terrestrial,Afrotropical
2818,Reptilia,Squamata,Viperidae,Bitis schneideri,LC,,Stable,Terrestrial,Afrotropical
2864,Reptilia,Squamata,Bolyeridae,Bolyeria multocarinata,EX,,,Terrestrial,Afrotropical
2917,Reptilia,Squamata,Viperidae,Bothrops insularis,CR,B1ab(v)+2ab(v),Decreasing,Terrestrial,Neotropical
2965,Reptilia,Squamata,Iguanidae,Brachylophus vitiensis,CR,A2abce,Decreasing,Terrestrial,Oceanian
3009,Reptilia,Squamata,Chamaeleonidae,Bradypodion nemorale,VU,D2,Stable,Terrestrial,Afrotropical
3012,Reptilia,Squamata,Chamaeleonidae,Bradypodion setaroi,NT,"B1b(i,iii)",Stable,Terrestrial,Afrotropical
3017,Reptilia,Squamata,Chamaeleonidae,Bradypodion thamnobates,EN,"B1ab(ii,iii,v)",Decreasing,Terrestrial,Afrotropical
3023,Reptilia,Squamata,Chamaeleonidae,Bradypodion taeniabronchum,LC,,Stable,Terrestrial,Afrotropical
3083,Reptilia,Squamata,Chamaeleonidae,Brookesia perarmata,EN,B1ab(iii),Decreasing,Terrestrial,Afrotropical
3463,Reptilia,Squamata,Calamariidae,Calamaria pfefferi,EN,"B1ab(ii,iii,v)+2ab(ii,iii,v)",Decreasing,Terrestrial,Indomalayan
3589,Reptilia,Squamata,Teiidae,Callopistes maculatus,LC,,Decreasing,Terrestrial,Neotropical
3630,Reptilia,Squamata,Agamidae,Calotes liocephalus,EN,"B1ab(iii,iv)",Decreasing,Terrestrial,Indomalayan
3897,Reptilia,Testudines,Cheloniidae,Caretta caretta,VU,A2b,Decreasing,Terrestrial|Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Palearctic
3898,Reptilia,Testudines,Carettochelyidae,Carettochelys insculpta,EN,A2bd+4bd,Decreasing,Terrestrial|Freshwater (=Inland waters)|Marine,Australasian
3989,Reptilia,Squamata,Bolyeridae,Casarea dussumieri,VU,D2,Increasing,Terrestrial,Afrotropical
4094,Reptilia,Squamata,Diploglossidae,Celestus duquesneyi,CR,"B1ab(iii,v)",Decreasing,Terrestrial,Neotropical
4095,Reptilia,Squamata,Diploglossidae,Celestus fowleri,VU,D2,Stable,Terrestrial,Neotropical
4096,Reptilia,Squamata,Diploglossidae,Celestus microblepharis,CR,"B1ab(iii,v)",Decreasing,Terrestrial,Neotropical
4097,Reptilia,Squamata,Diploglossidae,Celestus occiduus,CR,"C2a(i,ii); D",Unknown,Terrestrial,Neotropical
4178,Reptilia,Squamata,Agamidae,Ceratophora tennentii,EN,B1ab(iii),Decreasing,Terrestrial,Indomalayan
4567,Reptilia,Squamata,Boidae,Charina umbratica,VU,B1ab(iii),Decreasing,Terrestrial,Nearctic
4607,Reptilia,Testudines,Chelidae,Chelodina oblonga,LR_NT,,,Terrestrial|Freshwater (=Inland waters),Australasian
4608,Reptilia,Testudines,Chelidae,Chelodina parkeri,NT,A4d,Decreasing,Terrestrial|Freshwater (=Inland waters),Australasian
4609,Reptilia,Testudines,Chelidae,Chelodina pritchardi,VU,"B1ab(ii,iii,v)+2ab(ii,iii,v)",Decreasing,Terrestrial|Freshwater (=Inland waters),Australasian
4610,Reptilia,Testudines,Chelidae,Chelodina reimanni,LR_NT,,,Terrestrial|Freshwater (=Inland waters),Indomalayan
4615,Reptilia,Testudines,Cheloniidae,Chelonia mydas,EN,A2bd,Decreasing,Terrestrial|Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Palearctic
4656,Reptilia,Testudines,Geoemydidae,Mauremys nigricans,EN,A1d+2d,,Terrestrial|Freshwater (=Inland waters),Palearctic
4672,Reptilia,Squamata,Colubridae,Chironius vincenti,CR,B1ab(iii),Unknown,Terrestrial,Neotropical
4695,Reptilia,Testudines,Trionychidae,Chitra chitra,CR,A2cd,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
4696,Reptilia,Testudines,Trionychidae,Chitra indica,EN,A1cd+2cd,,Freshwater (=Inland waters),Indomalayan
4801,Reptilia,Squamata,Gekkonidae,Christinus guentheri,VU,"B2ab(iii,v)",Decreasing,Terrestrial,Australasian
4959,Reptilia,Testudines,Kinosternidae,Claudius angustatus,LR_NT,,,Terrestrial|Freshwater (=Inland waters),Neotropical
4965,Reptilia,Testudines,Emydidae,Glyptemys insculpta,EN,A2cd+4c,Decreasing,Terrestrial|Freshwater (=Inland waters),Nearctic
4967,Reptilia,Testudines,Emydidae,Glyptemys muhlenbergii,CR,A2cd+4ce,Unknown,Terrestrial|Freshwater (=Inland waters),Nearctic
4968,Reptilia,Testudines,Emydidae,Clemmys guttata,EN,A2cde+4ce,Decreasing,Terrestrial|Freshwater (=Inland waters),Nearctic
4969,Reptilia,Testudines,Emydidae,Actinemys marmorata,VU,A1cd,,Terrestrial|Freshwater (=Inland waters),Nearctic|Neotropical
4996,Reptilia,Squamata,Teiidae,Aspidoscelis hyperythra,LC,,Decreasing,Terrestrial,Nearctic|Neotropical
4997,Reptilia,Squamata,Teiidae,Cnemidophorus vanzoi,CR,B2ab(v),Increasing,Terrestrial,Neotropical
5106,Reptilia,Squamata,Scincidae,Coeranoscincus reticulatus,LC,,Stable,Terrestrial,Australasian
5239,Reptilia,Squamata,Iguanidae,Conolophus pallidus,VU,A1ce; D2,Unknown,Terrestrial,Neotropical
5240,Reptilia,Squamata,Iguanidae,Conolophus subcristatus,VU,"A2abce; B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v); C1",Decreasing,Terrestrial,Neotropical
5333,Reptilia,Squamata,Cordylidae,Ouroborus cataphractus,NT,A4d,Unknown,Terrestrial,Afrotropical
5336,Reptilia,Squamata,Cordylidae,Smaug giganteus,VU,A2bcd+4bcd,Decreasing,Terrestrial,Afrotropical
5340,Reptilia,Squamata,Cordylidae,Cordylus mclachlani,LC,,Stable,Terrestrial,Afrotropical
5659,Reptilia,Crocodylia,Crocodylidae,Crocodylus acutus,VU,A2cd,Increasing,Terrestrial|Freshwater (=Inland waters)|Marine,Neotropical
5660,Reptilia,Crocodylia,Crocodylidae,Mecistops cataphractus,CR,A2acde+3cde+4acde,Decreasing,Terrestrial|Freshwater (=Inland waters),Afrotropical
5661,Reptilia,Crocodylia,Crocodylidae,Crocodylus intermedius,CR,A2bcd; C2a(i),Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical
5663,Reptilia,Crocodylia,Crocodylidae,Crocodylus moreletii,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Neotropical
5667,Reptilia,Crocodylia,Crocodylidae,Crocodylus palustris,VU,A2cd,Stable,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic
5668,Reptilia,Crocodylia,Crocodylidae,Crocodylus porosus,LC,,Stable,Freshwater (=Inland waters)|Marine,Australasian|Indomalayan
5670,Reptilia,Crocodylia,Crocodylidae,Crocodylus rhombifer,CR,A2cde,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical
5671,Reptilia,Crocodylia,Crocodylidae,Crocodylus siamensis,CR,A2cd,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
5672,Reptilia,Crocodylia,Crocodylidae,Crocodylus mindorensis,CR,A2cd,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
5839,Reptilia,Squamata,Agamidae,Ctenophorus yinnietharra,LC,,Stable,Terrestrial,Australasian
5861,Reptilia,Squamata,Scincidae,Ctenotus lancelini,CR,B1ab(iii)+2ab(iii),Unknown,Terrestrial,Australasian
5862,Reptilia,Squamata,Scincidae,Ctenotus zastictus,NT,D2,Unknown,Terrestrial,Australasian
5956,Reptilia,Testudines,Geoemydidae,Cuora pani,CR,A1d+2d,,Terrestrial|Freshwater (=Inland waters),Palearctic
5957,Reptilia,Testudines,Geoemydidae,Cuora yunnanensis,CR,"B2ab(ii,iii,v); D",Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic
5958,Reptilia,Testudines,Geoemydidae,Cuora amboinensis,EN,A2d,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
5959,Reptilia,Testudines,Geoemydidae,Cuora aurocapitata,CR,A1d+2d,,Terrestrial|Freshwater (=Inland waters),Palearctic
5960,Reptilia,Testudines,Geoemydidae,Cuora flavomarginata,EN,A1cd+2cd,,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic
5961,Reptilia,Testudines,Geoemydidae,Cuora mccordi,CR,A1d+2d,,Terrestrial|Freshwater (=Inland waters),Palearctic
5963,Reptilia,Testudines,Geoemydidae,Cuora zhoui,CR,A1d+2d,,Terrestrial|Freshwater (=Inland waters),Palearctic
6004,Reptilia,Testudines,Trionychidae,Cyclanorbis elegans,CR,A2bcd+4bcd,Decreasing,Terrestrial|Freshwater (=Inland waters),Afrotropical
6005,Reptilia,Testudines,Trionychidae,Cyclanorbis senegalensis,VU,A2bcd+4bcd,Decreasing,Terrestrial|Freshwater (=Inland waters),Afrotropical
6009,Reptilia,Testudines,Trionychidae,Cycloderma frenatum,EN,A3d,Decreasing,Terrestrial|Freshwater (=Inland waters),Afrotropical
6010,Reptilia,Squamata,Scincidae,Oligosoma alani,VU,D2,Increasing,Terrestrial,Australasian
6011,Reptilia,Squamata,Scincidae,Oligosoma macgregori,VU,D2,Increasing,Terrestrial,Australasian
6013,Reptilia,Squamata,Scincidae,Oligosoma whitakeri,EN,B2ab(v),Stable,Terrestrial,Australasian
6026,Reptilia,Squamata,Iguanidae,Cyclura carinata,EN,"A2abce; B2ab(ii,iii,iv)",Stable,Terrestrial,Neotropical
6027,Reptilia,Squamata,Iguanidae,Cyclura collei,CR,B1ab(iii)+2ab(iii),Increasing,Terrestrial,Neotropical
6030,Reptilia,Squamata,Iguanidae,Cyclura nubila,VU,A1cde+2ce,,Terrestrial,Neotropical
6031,Reptilia,Squamata,Iguanidae,Cyclura pinguis,CR,B1ab(iii),Increasing,Terrestrial,Neotropical
6032,Reptilia,Squamata,Iguanidae,Cyclura ricordii,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",Decreasing,Terrestrial,Neotropical
6033,Reptilia,Squamata,Iguanidae,Cyclura rileyi,EN,C2a,,Terrestrial,Neotropical
6035,Reptilia,Squamata,Iguanidae,Cyclura cychlura,VU,"A2bce; B1ab(i,ii,iii,iv,v)",Decreasing,Terrestrial,Neotropical
6042,Reptilia,Squamata,Iguanidae,Cyclura cornuta,EN,A2abcde+4abcde,Decreasing,Terrestrial,Neotropical
6061,Reptilia,Testudines,Testudinidae,Cylindraspis indica,EX,,,Terrestrial,Afrotropical
6062,Reptilia,Testudines,Testudinidae,Cylindraspis inepta,EX,,,Terrestrial,Afrotropical
6063,Reptilia,Testudines,Testudinidae,Cylindraspis peltastes,EX,,,Terrestrial,Afrotropical
6064,Reptilia,Testudines,Testudinidae,Cylindraspis triserrata,EX,,,Terrestrial,Afrotropical
6065,Reptilia,Testudines,Testudinidae,Cylindraspis vosmaeri,EX,,,Terrestrial,Afrotropical
6315,Reptilia,Squamata,Pygopodidae,Delma impar,EN,B2ab(iii),Decreasing,Terrestrial,Australasian
6316,Reptilia,Squamata,Pygopodidae,Delma labialis,LC,,Unknown,Terrestrial,Australasian
6317,Reptilia,Squamata,Pygopodidae,Delma torquata,LC,,Unknown,Terrestrial,Australasian
6488,Reptilia,Squamata,Elapidae,Denisonia maculata,DD,,Decreasing,Terrestrial|Freshwater (=Inland waters),Australasian
6493,Reptilia,Testudines,Dermatemydidae,Dermatemys mawii,CR,A2abd+4d,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical
6494,Reptilia,Testudines,Dermochelyidae,Dermochelys coriacea,VU,A2bd,Decreasing,Terrestrial|Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic
6638,Reptilia,Squamata,Diploglossidae,Diploglossus montisserrati,CR,B1ab(iii)+2ab(iii),Unknown,Terrestrial,Neotropical
7012,Reptilia,Squamata,Elapidae,Paroplocephalus atriceps,LC,,Stable,Terrestrial,Australasian
7013,Reptilia,Squamata,Elapidae,Echiopsis curta,LC,,Decreasing,Terrestrial,Australasian
7040,Reptilia,Squamata,Scincidae,Liopholis kintorei,VU,C1,Decreasing,Terrestrial,Australasian
7091,Reptilia,Squamata,Colubridae,Elachistodon westermanni,LC,,Unknown,Terrestrial,Indomalayan
7122,Reptilia,Squamata,Elapidae,Elapognathus minor,LC,,Stable,Terrestrial,Australasian
7664,Reptilia,Testudines,Chelidae,Elusor macrurus,EN,B1+2c,,Terrestrial|Freshwater (=Inland waters),Australasian
7709,Reptilia,Testudines,Emydidae,Emydoidea blandingii,EN,A2cde+4ce,Decreasing,Terrestrial|Freshwater (=Inland waters),Nearctic
7717,Reptilia,Testudines,Emydidae,Emys orbicularis,LR_NT,,,Terrestrial|Freshwater (=Inland waters),Palearctic
7815,Reptilia,Squamata,Boidae,Chilabothrus angulifer,LC,,Stable,Terrestrial,Neotropical
7821,Reptilia,Squamata,Boidae,Chilabothrus inornatus,LC,,Unknown,Terrestrial,Neotropical
7823,Reptilia,Squamata,Boidae,Chilabothrus monensis,NT,D2,Stable,Terrestrial,Neotropical
7826,Reptilia,Squamata,Boidae,Chilabothrus subflavus,VU,A2d,Decreasing,Terrestrial,Neotropical
7829,Reptilia,Squamata,Boidae,Chilabothrus granti,EN,B1ab(iii),Decreasing,Terrestrial,Neotropical
8005,Reptilia,Testudines,Cheloniidae,Eretmochelys imbricata,CR,A2bd,Decreasing,Terrestrial|Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Palearctic
8070,Reptilia,Testudines,Podocnemididae,Erymnochelys madagascariensis,CR,A4d,Decreasing,Terrestrial|Freshwater (=Inland waters),Afrotropical
8187,Reptilia,Squamata,Scincidae,Eulamprus leuraensis,EN,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",Decreasing,Terrestrial|Freshwater (=Inland waters),Australasian
8217,Reptilia,Squamata,Scincidae,Plestiodon kishinouyei,VU,"B1ab(iii,v)+2ab(iii,v)",Decreasing,Terrestrial,Indomalayan
8218,Reptilia,Squamata,Scincidae,Plestiodon longirostris,CR,"B1ab(iii,v)",Decreasing,Terrestrial,Nearctic
8764,Reptilia,Squamata,Chamaeleonidae,Furcifer campani,VU,B1ab(iii),Decreasing,Terrestrial,Afrotropical
8765,Reptilia,Squamata,Chamaeleonidae,Furcifer labordi,VU,B1ab(iii),Decreasing,Terrestrial,Afrotropical
8766,Reptilia,Squamata,Chamaeleonidae,Furcifer minor,EN,B1ab(iii),Decreasing,Terrestrial,Afrotropical
8767,Reptilia,Squamata,Elapidae,Furina dunmalli,DD,,Decreasing,Terrestrial,Australasian
8881,Reptilia,Squamata,Lacertidae,Gallotia simonyi,VU,D1,Unknown,Terrestrial,Palearctic
8966,Reptilia,Crocodylia,Gavialidae,Gavialis gangeticus,CR,A2bce,Increasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
9007,Reptilia,Testudines,Testudinidae,Chelonoidis chilensis,VU,A1cd,,Terrestrial,Neotropical
9008,Reptilia,Testudines,Testudinidae,Chelonoidis denticulatus,VU,A1cd+2cd,,Terrestrial,Neotropical
9010,Reptilia,Testudines,Testudinidae,Geochelone gigantea,VU,D2,,Terrestrial,Afrotropical
9013,Reptilia,Testudines,Testudinidae,Geochelone platynota,CR,A1cd,Increasing,Terrestrial,Indomalayan
9014,Reptilia,Testudines,Testudinidae,Astrochelys radiata,CR,A4d; E,Decreasing,Terrestrial,Afrotropical
9016,Reptilia,Testudines,Testudinidae,Astrochelys yniphora,CR,A4ad; B2ab(v); C1; E,Decreasing,Terrestrial,Afrotropical
9017,Reptilia,Testudines,Testudinidae,Chelonoidis abingdonii,EX,,,Terrestrial,Neotropical
9018,Reptilia,Testudines,Testudinidae,Chelonoidis becki,VU,A1bde,Unknown,Terrestrial,Neotropical
9019,Reptilia,Testudines,Testudinidae,Chelonoidis chathamensis,EN,A1abde,Increasing,Terrestrial,Neotropical
9020,Reptilia,Testudines,Testudinidae,Chelonoidis darwini,CR,A1bde,Increasing,Terrestrial,Neotropical
9021,Reptilia,Testudines,Testudinidae,Chelonoidis duncanensis,VU,A1abde; D1+2,Increasing,Terrestrial,Neotropical
9022,Reptilia,Testudines,Testudinidae,Chelonoidis guntheri,CR,A2bde,Unknown,Terrestrial,Neotropical
9023,Reptilia,Testudines,Testudinidae,Chelonoidis niger,EX,,,Terrestrial,Neotropical
9024,Reptilia,Testudines,Testudinidae,Chelonoidis hoodensis,CR,A1bde,Increasing,Terrestrial,Neotropical
9025,Reptilia,Testudines,Testudinidae,Chelonoidis microphyes,EN,A1bde,Unknown,Terrestrial,Neotropical
9026,Reptilia,Testudines,Testudinidae,Chelonoidis porteri,CR,A2bde,Increasing,Terrestrial,Neotropical
9027,Reptilia,Testudines,Testudinidae,Chelonoidis vandenburghi,VU,A1bde,Increasing,Terrestrial,Neotropical
9028,Reptilia,Testudines,Testudinidae,Chelonoidis vicina,EN,A2bde,Unknown,Terrestrial,Neotropical
9029,Reptilia,Testudines,Geoemydidae,Geoclemys hamiltonii,EN,A2cd+4cd,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
9038,Reptilia,Testudines,Geoemydidae,Vijayachelys silvatica,EN,C1,Decreasing,Terrestrial,Indomalayan
9042,Reptilia,Testudines,Geoemydidae,Geoemyda japonica,EN,A1ce; B1+2c,,Terrestrial|Freshwater (=Inland waters),Indomalayan
9160,Reptilia,Squamata,Gerrhosauridae,Gerrhosaurus typicus,LC,,Stable,Terrestrial,Afrotropical
9316,Reptilia,Squamata,Scincidae,Gongylomorphus fontenayi,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",Decreasing,Terrestrial,Afrotropical
9370,Reptilia,Squamata,Agamidae,Gonocephalus abbotti,LC,,Stable,Terrestrial,Indomalayan
9401,Reptilia,Testudines,Testudinidae,Gopherus berlandieri,LR_LC,,,Terrestrial,Nearctic|Neotropical
9402,Reptilia,Testudines,Testudinidae,Gopherus flavomarginatus,CR,A4bcd,Decreasing,Terrestrial,Nearctic
9403,Reptilia,Testudines,Testudinidae,Gopherus polyphemus,VU,A1acde,,Terrestrial,Nearctic
9496,Reptilia,Testudines,Emydidae,Graptemys barbouri,NT,A2bcde,Stable,Terrestrial|Freshwater (=Inland waters),Nearctic
9497,Reptilia,Testudines,Emydidae,Graptemys caglei,EN,A2c+4c; B2ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Nearctic
9498,Reptilia,Testudines,Emydidae,Graptemys flavimaculata,VU,A2bce+4ce,Decreasing,Terrestrial|Freshwater (=Inland waters),Nearctic
9499,Reptilia,Testudines,Emydidae,Graptemys oculifera,VU,B2ab(iii),Unknown,Terrestrial|Freshwater (=Inland waters),Nearctic
9500,Reptilia,Testudines,Emydidae,Graptemys ernsti,NT,A2bc,Stable,Terrestrial|Freshwater (=Inland waters),Nearctic
9502,Reptilia,Testudines,Emydidae,Graptemys nigrinoda,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Nearctic
9503,Reptilia,Testudines,Emydidae,Graptemys versa,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Nearctic
9696,Reptilia,Testudines,Geoemydidae,Hardella thurjii,EN,A2bcd+4bcd,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
9865,Reptilia,Squamata,Helodermatidae,Heloderma suspectum,NT,,Decreasing,Terrestrial,Nearctic|Neotropical
9942,Reptilia,Testudines,Geoemydidae,Heosemys spinosa,EN,A2cd,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
9943,Reptilia,Testudines,Geoemydidae,Heosemys grandis,CR,A2cd+4cd,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
10041,Reptilia,Testudines,Geoemydidae,Heosemys annandalii,CR,A2cd+4cd,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
10235,Reptilia,Squamata,Gekkonidae,Homopholis mulleri,NT,A3c,Stable,Terrestrial,Afrotropical
10238,Reptilia,Testudines,Testudinidae,Chersobius solus,VU,C2a,,Terrestrial,Afrotropical
10241,Reptilia,Testudines,Testudinidae,Chersobius signatus,EN,A4ace,Decreasing,Terrestrial,Afrotropical
10242,Reptilia,Squamata,Atractaspididae,Homoroselaps dorsalis,NT,A2c,Unknown,Terrestrial,Afrotropical
10246,Reptilia,Squamata,Elapidae,Hoplocephalus bungaroides,VU,B2ab(iii),Unknown,Terrestrial,Australasian
10249,Reptilia,Squamata,Diplodactylidae,Woodworthia chrysosiretica,NT,B2b(v),Stable,Terrestrial,Australasian
10250,Reptilia,Squamata,Diplodactylidae,Hoplodactylus duvaucelii,NT,D2,Stable,Terrestrial,Australasian
10251,Reptilia,Squamata,Diplodactylidae,Mokopirirakau kahutarae,VU,A2e,Decreasing,Terrestrial,Australasian
10252,Reptilia,Squamata,Diplodactylidae,Tukutuku rakiurae,EN,B1ab(v)+2ab(v),Decreasing,Terrestrial,Australasian
10253,Reptilia,Squamata,Diplodactylidae,Toropuku stephensi,EN,"B2ab(iii,v)",Unknown,Terrestrial,Australasian
10254,Reptilia,Squamata,Diplodactylidae,Hoplodactylus delcourti,EX,,,Terrestrial,Australasian
10309,Reptilia,Testudines,Chelidae,Hydromedusa maximiliani,VU,B1+2cd,,Terrestrial|Freshwater (=Inland waters),Neotropical
10800,Reptilia,Squamata,Iguanidae,Iguana delicatissima,CR,A3ce,Decreasing,Terrestrial,Neotropical
10803,Reptilia,Squamata,Colubridae,Iguanognathus werneri,DD,,,Terrestrial,Indomalayan
10824,Reptilia,Testudines,Testudinidae,Indotestudo elongata,CR,A2cd,Decreasing,Terrestrial,Indomalayan
10825,Reptilia,Testudines,Testudinidae,Indotestudo forstenii,CR,A4cd,Decreasing,Terrestrial,Australasian
10871,Reptilia,Squamata,Scincidae,Isopachys gyldenstolpei,LC,,Stable,Terrestrial,Indomalayan
10949,Reptilia,Testudines,Geoemydidae,Batagur kachuga,CR,A2cd+4cd,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
10950,Reptilia,Testudines,Geoemydidae,Pangshura sylhetensis,CR,A2cd+4cd,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
10952,Reptilia,Testudines,Geoemydidae,Batagur trivittata,CR,"A2bcd; B1ab(i,ii,iii)+2ab(i,ii,iii); D",Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
10953,Reptilia,Testudines,Geoemydidae,Batagur dhongoka,CR,A2cd+4cd,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
11002,Reptilia,Testudines,Testudinidae,Kinixys erosa,DD,,,Terrestrial,Afrotropical
11003,Reptilia,Testudines,Testudinidae,Kinixys homeana,CR,A2bcd+4bcd,Decreasing,Terrestrial,Afrotropical
11004,Reptilia,Testudines,Testudinidae,Kinixys natalensis,VU,A4c,Decreasing,Terrestrial,Afrotropical
11005,Reptilia,Testudines,Kinosternidae,Kinosternon angustipons,VU,B1+2c,,Terrestrial|Freshwater (=Inland waters),Neotropical
11006,Reptilia,Testudines,Kinosternidae,Kinosternon creaseri,NT,A2c+4c,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical
11008,Reptilia,Testudines,Kinosternidae,Kinosternon dunni,VU,B1+2c,,Freshwater (=Inland waters),Neotropical
11009,Reptilia,Testudines,Kinosternidae,Kinosternon oaxacae,DD,,Unknown,Terrestrial|Freshwater (=Inland waters),Neotropical
11010,Reptilia,Testudines,Kinosternidae,Kinosternon acutum,LR_NT,,,Terrestrial|Freshwater (=Inland waters),Neotropical
11011,Reptilia,Testudines,Kinosternidae,Kinosternon sonoriense,VU,A4c,Decreasing,Terrestrial|Freshwater (=Inland waters),Nearctic
11113,Reptilia,Squamata,Lacertidae,Lacerta schreiberi,LC,,Stable,Terrestrial,Palearctic
11117,Reptilia,Squamata,Lacertidae,Darevskia clarkorum,EN,"B1ab(i,iii)",Decreasing,Terrestrial,Palearctic
