id,class,order,family,species,iucn,criteria,population,systems,realm
64001,Reptilia,Squamata,Dipsadidae,Tropidodipsas repleta,DD,,Unknown,Terrestrial,Nearctic
64002,Reptilia,Squamata,Natricidae,Haldea striatula,LC,,Stable,Terrestrial,Nearctic
64003,Reptilia,Squamata,Natricidae,Virginia valeriae,LC,,Stable,Terrestrial,Nearctic
64004,Reptilia,Squamata,Corytophanidae,Laemanctus serratus,LC,,Stable,Terrestrial,Neotropical
64005,Reptilia,Squamata,Crotaphytidae,Crotaphytus antiquus,EN,B1ab(iii)+2ab(iii),Decreasing,Terrestrial,Nearctic
64006,Reptilia,Squamata,Crotaphytidae,Crotaphytus bicinctores,LC,,Stable,Terrestrial,Nearctic
64007,Reptilia,Squamata,Crotaphytidae,Crotaphytus collaris,LC,,Stable,Terrestrial,Nearctic|Neotropical
64008,Reptilia,Squamata,Crotaphytidae,Crotaphytus dickersonae,LC,,Stable,Terrestrial,Nearctic
64009,Reptilia,Squamata,Crotaphytidae,Crotaphytus grismeri,LC,,Stable,Terrestrial,Nearctic
64010,Reptilia,Squamata,Crotaphytidae,Crotaphytus insularis,LC,,Stable,Terrestrial,Nearctic
64011,Reptilia,Squamata,Crotaphytidae,Crotaphytus nebrius,LC,,Stable,Terrestrial,Nearctic
64012,Reptilia,Squamata,Crotaphytidae,Crotaphytus reticulatus,VU,C2a(i),Decreasing,Terrestrial,Nearctic
64013,Reptilia,Squamata,Crotaphytidae,Crotaphytus vestigium,LC,,Stable,Terrestrial,Nearctic
64014,Reptilia,Squamata,Crotaphytidae,Gambelia copeii,LC,,Decreasing,Terrestrial,Nearctic|Neotropical
64015,Reptilia,Squamata,Crotaphytidae,Gambelia wislizenii,LC,,Stable,Terrestrial,Nearctic
64016,Reptilia,Squamata,Dibamidae,Anelytropsis papillosus,LC,,Decreasing,Terrestrial,Nearctic|Neotropical
64017,Reptilia,Squamata,Elapidae,Micruroides euryxanthus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64018,Reptilia,Squamata,Elapidae,Micrurus bernadi,LC,,Stable,Terrestrial,Nearctic|Neotropical
64019,Reptilia,Squamata,Elapidae,Micrurus bogerti,DD,,Unknown,Terrestrial,Neotropical
64020,Reptilia,Squamata,Elapidae,Micrurus browni,LC,,Stable,Terrestrial,Nearctic|Neotropical
64021,Reptilia,Squamata,Elapidae,Micrurus diastema,LC,,Stable,Terrestrial,Neotropical
64022,Reptilia,Squamata,Elapidae,Micrurus distans,LC,,Stable,Terrestrial,Nearctic|Neotropical
64023,Reptilia,Squamata,Elapidae,Micrurus elegans,LC,,Unknown,Terrestrial,Neotropical
64024,Reptilia,Squamata,Elapidae,Micrurus ephippifer,VU,B1ab(iii),Decreasing,Terrestrial,Neotropical
64025,Reptilia,Squamata,Elapidae,Micrurus fulvius,LC,,Stable,Terrestrial,Nearctic|Neotropical
64026,Reptilia,Squamata,Elapidae,Micrurus laticollaris,LC,,Stable,Terrestrial,Neotropical
64027,Reptilia,Squamata,Elapidae,Micrurus latifasciatus,LC,,Unknown,Terrestrial,Neotropical
64028,Reptilia,Squamata,Elapidae,Micrurus limbatus,LC,,Stable,Terrestrial,Neotropical
64029,Reptilia,Squamata,Elapidae,Micrurus nebularis,DD,,Unknown,Terrestrial,Neotropical
64030,Reptilia,Squamata,Elapidae,Micrurus pachecogili,DD,,Unknown,Terrestrial,Neotropical
64031,Reptilia,Squamata,Elapidae,Micrurus proximans,LC,,Unknown,Terrestrial,Nearctic|Neotropical
64032,Reptilia,Squamata,Elapidae,Micrurus tamaulipensis,DD,,Unknown,Terrestrial,Nearctic|Neotropical
64033,Reptilia,Squamata,Elapidae,Micrurus tener,LC,,Stable,Terrestrial,Nearctic|Neotropical
64034,Reptilia,Squamata,Eublepharidae,Coleonyx brevis,LC,,Stable,Terrestrial,Nearctic
64035,Reptilia,Squamata,Eublepharidae,Coleonyx fasciatus,LC,,Decreasing,Terrestrial,Nearctic|Neotropical
64036,Reptilia,Squamata,Eublepharidae,Coleonyx gypsicolus,LC,,Stable,Terrestrial,Nearctic
64037,Reptilia,Squamata,Eublepharidae,Coleonyx reticulatus,LC,,Stable,Terrestrial,Nearctic
64038,Reptilia,Squamata,Eublepharidae,Coleonyx switaki,LC,,Unknown,Terrestrial,Nearctic
64039,Reptilia,Squamata,Eublepharidae,Coleonyx variegatus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64040,Reptilia,Squamata,Phyllodactylidae,Phyllodactylus bordai,LC,,Stable,Terrestrial,Neotropical
64041,Reptilia,Squamata,Phyllodactylidae,Phyllodactylus bugastrolepis,LC,,Stable,Terrestrial,Nearctic
64042,Reptilia,Squamata,Phyllodactylidae,Phyllodactylus davisi,LC,,Stable,Terrestrial,Neotropical
64043,Reptilia,Squamata,Phyllodactylidae,Phyllodactylus delcampoi,LC,,Stable,Terrestrial,Neotropical
64044,Reptilia,Squamata,Phyllodactylidae,Phyllodactylus duellmani,LC,,Unknown,Terrestrial,Neotropical
64045,Reptilia,Squamata,Phyllodactylidae,Phyllodactylus homolepidurus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64046,Reptilia,Squamata,Phyllodactylidae,Phyllodactylus lanei,LC,,Stable,Terrestrial,Nearctic|Neotropical
64047,Reptilia,Squamata,Phyllodactylidae,Phyllodactylus muralis,LC,,Stable,Terrestrial,Neotropical
64048,Reptilia,Squamata,Phyllodactylidae,Phyllodactylus partidus,LC,,Stable,Terrestrial,Neotropical
64049,Reptilia,Squamata,Phyllodactylidae,Phyllodactylus paucituberculatus,DD,,Unknown,Terrestrial,Neotropical
64050,Reptilia,Squamata,Phyllodactylidae,Phyllodactylus unctus,NT,,Decreasing,Terrestrial,Nearctic|Neotropical
64051,Reptilia,Squamata,Phyllodactylidae,Phyllodactylus xanti,LC,,Stable,Terrestrial,Nearctic|Neotropical
64052,Reptilia,Squamata,Sphaerodactylidae,Sphaerodactylus notatus,LC,,Stable,Terrestrial,Neotropical
64054,Reptilia,Squamata,Iguanidae,Sauromalus ater,LC,,Stable,Terrestrial,Nearctic
64055,Reptilia,Squamata,Leptotyphlopidae,Rena bressoni,DD,,Unknown,Terrestrial,Neotropical
64056,Reptilia,Squamata,Leptotyphlopidae,Rena dissecta,LC,,Stable,Terrestrial,Nearctic
64057,Reptilia,Squamata,Leptotyphlopidae,Rena dulcis,LC,,Unknown,Terrestrial,Nearctic|Neotropical
64058,Reptilia,Squamata,Leptotyphlopidae,Rena humilis,LC,,Stable,Terrestrial,Nearctic
64059,Reptilia,Squamata,Leptotyphlopidae,Rena maxima,LC,,Stable,Terrestrial,Neotropical
64060,Reptilia,Squamata,Leptotyphlopidae,Rena myopica,LC,,Stable,Terrestrial,Nearctic|Neotropical
64061,Reptilia,Squamata,Phrynosomatidae,Callisaurus draconoides,LC,,Stable,Terrestrial,Nearctic|Neotropical
64062,Reptilia,Squamata,Phrynosomatidae,Cophosaurus texanus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64063,Reptilia,Squamata,Phrynosomatidae,Holbrookia elegans,LC,,Stable,Terrestrial,Nearctic|Neotropical
64064,Reptilia,Squamata,Phrynosomatidae,Holbrookia lacerata,NT,,Decreasing,Terrestrial,Nearctic
64065,Reptilia,Squamata,Phrynosomatidae,Holbrookia maculata,LC,,Stable,Terrestrial,Nearctic
64066,Reptilia,Squamata,Phrynosomatidae,Holbrookia propinqua,LC,,Stable,Terrestrial,Nearctic|Neotropical
64067,Reptilia,Squamata,Phrynosomatidae,Petrosaurus mearnsi,LC,,Stable,Terrestrial,Nearctic
64068,Reptilia,Squamata,Phrynosomatidae,Petrosaurus repens,LC,,Stable,Terrestrial,Nearctic
64069,Reptilia,Squamata,Phrynosomatidae,Petrosaurus slevini,LC,,Stable,Terrestrial,Nearctic
64070,Reptilia,Squamata,Phrynosomatidae,Petrosaurus thalassinus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64071,Reptilia,Squamata,Phrynosomatidae,Phrynosoma braconnieri,LC,,Stable,Terrestrial,Neotropical
64072,Reptilia,Squamata,Phrynosomatidae,Phrynosoma cornutum,LC,,Stable,Terrestrial,Nearctic|Neotropical
64073,Reptilia,Squamata,Phrynosomatidae,Phrynosoma coronatum,LC,,Decreasing,Terrestrial,Nearctic|Neotropical
64074,Reptilia,Squamata,Phrynosomatidae,Phrynosoma ditmarsi,DD,,Unknown,Terrestrial,Nearctic
64075,Reptilia,Squamata,Phrynosomatidae,Phrynosoma douglasii,LC,,Stable,Terrestrial,Nearctic
64076,Reptilia,Squamata,Phrynosomatidae,Phrynosoma hernandesi,LC,,Stable,Terrestrial,Nearctic|Neotropical
64077,Reptilia,Squamata,Phrynosomatidae,Phrynosoma mcallii,NT,,Decreasing,Terrestrial,Nearctic
64078,Reptilia,Squamata,Phrynosomatidae,Phrynosoma modestum,LC,,Stable,Terrestrial,Nearctic|Neotropical
64079,Reptilia,Squamata,Phrynosomatidae,Phrynosoma orbiculare,LC,,Stable,Terrestrial,Nearctic|Neotropical
64081,Reptilia,Squamata,Phrynosomatidae,Phrynosoma solare,LC,,Stable,Terrestrial,Nearctic|Neotropical
64082,Reptilia,Squamata,Phrynosomatidae,Phrynosoma taurus,LC,,Stable,Terrestrial,Neotropical
64083,Reptilia,Squamata,Phrynosomatidae,Sceloporus adleri,LC,,Stable,Terrestrial,Neotropical
64084,Reptilia,Squamata,Phrynosomatidae,Sceloporus aeneus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64085,Reptilia,Squamata,Phrynosomatidae,Sceloporus anahuacus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64086,Reptilia,Squamata,Phrynosomatidae,Sceloporus angustus,LC,,Stable,Terrestrial,Nearctic
64087,Reptilia,Squamata,Phrynosomatidae,Sceloporus arenicolus,VU,"B2ab(ii,iii,iv,v)",Decreasing,Terrestrial,Nearctic
64088,Reptilia,Squamata,Phrynosomatidae,Sceloporus asper,LC,,Decreasing,Terrestrial,Nearctic|Neotropical
64089,Reptilia,Squamata,Phrynosomatidae,Sceloporus bicanthalis,LC,,Stable,Terrestrial,Nearctic|Neotropical
64090,Reptilia,Squamata,Phrynosomatidae,Sceloporus bulleri,LC,,Stable,Terrestrial,Nearctic|Neotropical
64091,Reptilia,Squamata,Phrynosomatidae,Sceloporus carinatus,LC,,Stable,Terrestrial,Neotropical
64092,Reptilia,Squamata,Phrynosomatidae,Sceloporus cautus,LC,,Decreasing,Terrestrial,Nearctic|Neotropical
64093,Reptilia,Squamata,Phrynosomatidae,Sceloporus chaneyi,EN,B1ab(iii),Decreasing,Terrestrial,Nearctic
64094,Reptilia,Squamata,Phrynosomatidae,Sceloporus chrysostictus,LC,,Stable,Terrestrial,Neotropical
64095,Reptilia,Squamata,Phrynosomatidae,Sceloporus clarkii,LC,,Stable,Terrestrial,Nearctic|Neotropical
64096,Reptilia,Squamata,Phrynosomatidae,Sceloporus couchii,LC,,Stable,Terrestrial,Nearctic
64097,Reptilia,Squamata,Phrynosomatidae,Sceloporus cozumelae,LC,,Stable,Terrestrial,Neotropical
64098,Reptilia,Squamata,Phrynosomatidae,Sceloporus cryptus,LC,,Stable,Terrestrial,Neotropical
64099,Reptilia,Squamata,Phrynosomatidae,Sceloporus cyanostictus,EN,B1ab(iii),Decreasing,Terrestrial,Nearctic
64100,Reptilia,Squamata,Phrynosomatidae,Sceloporus dugesii,LC,,Stable,Terrestrial,Nearctic|Neotropical
64101,Reptilia,Squamata,Phrynosomatidae,Sceloporus edwardtaylori,LC,,Stable,Terrestrial,Neotropical
64102,Reptilia,Squamata,Phrynosomatidae,Sceloporus exsul,CR,B1ab(iii),Decreasing,Terrestrial,Nearctic
64103,Reptilia,Squamata,Phrynosomatidae,Sceloporus formosus,LC,,Stable,Terrestrial,Neotropical
64104,Reptilia,Squamata,Phrynosomatidae,Sceloporus gadoviae,LC,,Stable,Terrestrial,Neotropical
64105,Reptilia,Squamata,Phrynosomatidae,Sceloporus goldmani,EN,"B1ab(ii,iii)+2ab(iii)",Decreasing,Terrestrial,Nearctic
64106,Reptilia,Squamata,Phrynosomatidae,Sceloporus graciosus,LC,,Stable,Terrestrial,Nearctic
64107,Reptilia,Squamata,Phrynosomatidae,Sceloporus grammicus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64108,Reptilia,Squamata,Phrynosomatidae,Sceloporus grandaevus,LC,,Stable,Terrestrial,Neotropical
64109,Reptilia,Squamata,Phrynosomatidae,Sceloporus halli,DD,,Unknown,Terrestrial,Neotropical
64110,Reptilia,Squamata,Phrynosomatidae,Sceloporus heterolepis,LC,,Unknown,Terrestrial,Nearctic|Neotropical
64111,Reptilia,Squamata,Phrynosomatidae,Sceloporus horridus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64112,Reptilia,Squamata,Phrynosomatidae,Sceloporus hunsakeri,LC,,Stable,Terrestrial,Nearctic|Neotropical
64113,Reptilia,Squamata,Phrynosomatidae,Sceloporus insignis,LC,,Stable,Terrestrial,Neotropical
64114,Reptilia,Squamata,Phrynosomatidae,Sceloporus internasalis,LC,,Decreasing,Terrestrial,Neotropical
64115,Reptilia,Squamata,Phrynosomatidae,Sceloporus jalapae,LC,,Stable,Terrestrial,Neotropical
64116,Reptilia,Squamata,Phrynosomatidae,Sceloporus jarrovii,LC,,Stable,Terrestrial,Nearctic|Neotropical
64117,Reptilia,Squamata,Phrynosomatidae,Sceloporus lemosespinali,DD,,Unknown,Terrestrial,Nearctic
64118,Reptilia,Squamata,Phrynosomatidae,Sceloporus licki,LC,,Stable,Terrestrial,Nearctic|Neotropical
64119,Reptilia,Squamata,Phrynosomatidae,Sceloporus lineatulus,LC,,Stable,Terrestrial,Nearctic
64120,Reptilia,Squamata,Phrynosomatidae,Sceloporus lundelli,LC,,Stable,Terrestrial,Neotropical
64121,Reptilia,Squamata,Phrynosomatidae,Sceloporus macdougalli,LC,,Stable,Terrestrial,Neotropical
64122,Reptilia,Squamata,Phrynosomatidae,Sceloporus maculosus,VU,B1ab(iii),Unknown,Terrestrial,Nearctic
64123,Reptilia,Squamata,Phrynosomatidae,Sceloporus magister,LC,,Stable,Terrestrial,Nearctic|Neotropical
64124,Reptilia,Squamata,Phrynosomatidae,Sceloporus megalepidurus,VU,B1ab(iii),Decreasing,Terrestrial,Neotropical
64125,Reptilia,Squamata,Phrynosomatidae,Sceloporus melanorhinus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64126,Reptilia,Squamata,Phrynosomatidae,Sceloporus merriami,LC,,Stable,Terrestrial,Nearctic
64127,Reptilia,Squamata,Phrynosomatidae,Sceloporus minor,LC,,Stable,Terrestrial,Nearctic|Neotropical
64128,Reptilia,Squamata,Phrynosomatidae,Sceloporus mucronatus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64129,Reptilia,Squamata,Phrynosomatidae,Sceloporus nelsoni,LC,,Stable,Terrestrial,Nearctic|Neotropical
64130,Reptilia,Squamata,Phrynosomatidae,Sceloporus oberon,VU,B1ab(iii),Decreasing,Terrestrial,Nearctic
64131,Reptilia,Squamata,Phrynosomatidae,Sceloporus occidentalis,LC,,Stable,Terrestrial,Nearctic
64132,Reptilia,Squamata,Phrynosomatidae,Sceloporus ochoterenae,LC,,Stable,Terrestrial,Neotropical
64133,Reptilia,Squamata,Phrynosomatidae,Sceloporus olivaceus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64134,Reptilia,Squamata,Phrynosomatidae,Sceloporus orcutti,LC,,Stable,Terrestrial,Nearctic
64135,Reptilia,Squamata,Phrynosomatidae,Sceloporus ornatus,NT,,Unknown,Terrestrial,Nearctic
64136,Reptilia,Squamata,Phrynosomatidae,Sceloporus palaciosi,LC,,Stable,Terrestrial,Nearctic|Neotropical
64137,Reptilia,Squamata,Phrynosomatidae,Sceloporus parvus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64138,Reptilia,Squamata,Phrynosomatidae,Sceloporus poinsettii,LC,,Stable,Terrestrial,Nearctic|Neotropical
64139,Reptilia,Squamata,Phrynosomatidae,Sceloporus pyrocephalus,LC,,Stable,Terrestrial,Neotropical
64140,Reptilia,Squamata,Phrynosomatidae,Sceloporus salvini,DD,,Unknown,Terrestrial,Neotropical
64141,Reptilia,Squamata,Phrynosomatidae,Sceloporus samcolemani,LC,,Stable,Terrestrial,Nearctic
64142,Reptilia,Squamata,Phrynosomatidae,Sceloporus scalaris,LC,,Stable,Terrestrial,Nearctic|Neotropical
64143,Reptilia,Squamata,Phrynosomatidae,Sceloporus serrifer,LC,,Stable,Terrestrial,Nearctic|Neotropical
64144,Reptilia,Squamata,Phrynosomatidae,Sceloporus siniferus,LC,,Stable,Terrestrial,Neotropical
64145,Reptilia,Squamata,Phrynosomatidae,Sceloporus slevini,LC,,Decreasing,Terrestrial,Nearctic|Neotropical
64146,Reptilia,Squamata,Phrynosomatidae,Sceloporus smaragdinus,LC,,Stable,Terrestrial,Neotropical
64147,Reptilia,Squamata,Phrynosomatidae,Sceloporus smithi,LC,,Stable,Terrestrial,Neotropical
64148,Reptilia,Squamata,Phrynosomatidae,Sceloporus spinosus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64149,Reptilia,Squamata,Phrynosomatidae,Sceloporus stejnegeri,LC,,Stable,Terrestrial,Neotropical
64150,Reptilia,Squamata,Phrynosomatidae,Sceloporus subpictus,DD,,Unknown,Terrestrial,Neotropical
64151,Reptilia,Squamata,Phrynosomatidae,Sceloporus sugillatus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64152,Reptilia,Squamata,Phrynosomatidae,Sceloporus taeniocnemis,LC,,Stable,Terrestrial,Neotropical
64153,Reptilia,Squamata,Phrynosomatidae,Sceloporus tanneri,DD,,Unknown,Terrestrial,Neotropical
64154,Reptilia,Squamata,Phrynosomatidae,Sceloporus teapensis,LC,,Stable,Terrestrial,Neotropical
64155,Reptilia,Squamata,Phrynosomatidae,Sceloporus torquatus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64156,Reptilia,Squamata,Phrynosomatidae,Sceloporus undulatus,LC,,Stable,Terrestrial,Nearctic
64157,Reptilia,Squamata,Phrynosomatidae,Sceloporus utiformis,LC,,Stable,Terrestrial,Nearctic|Neotropical
64158,Reptilia,Squamata,Phrynosomatidae,Sceloporus vandenburgianus,LC,,Stable,Terrestrial,Nearctic
64159,Reptilia,Squamata,Phrynosomatidae,Sceloporus virgatus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64160,Reptilia,Squamata,Phrynosomatidae,Sceloporus woodi,NT,,Decreasing,Terrestrial,Nearctic|Neotropical
64161,Reptilia,Squamata,Phrynosomatidae,Sceloporus zosteromus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64162,Reptilia,Squamata,Phrynosomatidae,Uma exsul,EN,B2ab(iii),Decreasing,Terrestrial,Nearctic
64163,Reptilia,Squamata,Phrynosomatidae,Uma notata,NT,,Decreasing,Terrestrial,Nearctic
64164,Reptilia,Squamata,Phrynosomatidae,Uma paraphygas,NT,,Unknown,Terrestrial,Nearctic
64165,Reptilia,Squamata,Phrynosomatidae,Uma rufopunctata,NT,,Decreasing,Terrestrial,Nearctic
64166,Reptilia,Squamata,Phrynosomatidae,Uma scoparia,LC,,Stable,Terrestrial,Nearctic
64167,Reptilia,Squamata,Phrynosomatidae,Urosaurus auriculatus,EN,B1ab(ii),Decreasing,Terrestrial,Neotropical
64168,Reptilia,Squamata,Phrynosomatidae,Urosaurus bicarinatus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64169,Reptilia,Squamata,Phrynosomatidae,Urosaurus clarionensis,VU,D2,Unknown,Terrestrial,Neotropical
64170,Reptilia,Squamata,Phrynosomatidae,Urosaurus gadovi,LC,,Unknown,Terrestrial,Neotropical
64171,Reptilia,Squamata,Phrynosomatidae,Urosaurus graciosus,LC,,Stable,Terrestrial,Nearctic
64172,Reptilia,Squamata,Phrynosomatidae,Urosaurus lahtelai,LC,,Stable,Terrestrial,Nearctic
64173,Reptilia,Squamata,Phrynosomatidae,Urosaurus nigricaudus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64174,Reptilia,Squamata,Phrynosomatidae,Urosaurus ornatus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64175,Reptilia,Squamata,Phrynosomatidae,Uta encantadae,VU,D2,Stable,Terrestrial,Neotropical
64176,Reptilia,Squamata,Phrynosomatidae,Uta lowei,VU,D2,Unknown,Terrestrial,Neotropical
64177,Reptilia,Squamata,Phrynosomatidae,Uta nolascensis,LC,,Stable,Terrestrial,Neotropical
64178,Reptilia,Squamata,Phrynosomatidae,Uta palmeri,VU,D2,Stable,Terrestrial,Neotropical
64179,Reptilia,Squamata,Phrynosomatidae,Uta squamata,LC,,Stable,Terrestrial,Nearctic
64180,Reptilia,Squamata,Phrynosomatidae,Uta stansburiana,LC,,Stable,Terrestrial,Nearctic|Neotropical
64181,Reptilia,Squamata,Phrynosomatidae,Uta tumidarostra,VU,D2,Unknown,Terrestrial,Neotropical
64182,Reptilia,Squamata,Anolidae,Anolis adleri,LC,,Stable,Terrestrial,Neotropical
64183,Reptilia,Squamata,Anolidae,Anolis alvarezdeltoroi,DD,,Unknown,Terrestrial,Neotropical
64184,Reptilia,Squamata,Anolidae,Anolis anisolepis,LC,,Stable,Terrestrial,Neotropical
64185,Reptilia,Squamata,Anolidae,Anolis baccatus,DD,,Unknown,Terrestrial,Neotropical
64186,Reptilia,Squamata,Anolidae,Anolis barkeri,VU,A2c+3c,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical
64187,Reptilia,Squamata,Anolidae,Anolis breedlovei,EN,B1ab(iii),Decreasing,Terrestrial,Neotropical
64188,Reptilia,Squamata,Anolidae,Anolis carolinensis,LC,,Stable,Terrestrial,Nearctic|Neotropical
64189,Reptilia,Squamata,Anolidae,Anolis compressicauda,LC,,Stable,Terrestrial,Neotropical
64191,Reptilia,Squamata,Anolidae,Anolis cuprinus,LC,,Stable,Terrestrial,Neotropical
64192,Reptilia,Squamata,Anolidae,Anolis cymbops,DD,,Unknown,Terrestrial,Neotropical
64193,Reptilia,Squamata,Anolidae,Anolis duellmani,DD,,Unknown,Terrestrial,Neotropical
64194,Reptilia,Squamata,Anolidae,Anolis dunni,LC,,Unknown,Terrestrial,Neotropical
64195,Reptilia,Squamata,Anolidae,Anolis forbesi,DD,,Unknown,Terrestrial,Neotropical
64196,Reptilia,Squamata,Anolidae,Anolis gadovi,LC,,Stable,Terrestrial,Neotropical
64197,Reptilia,Squamata,Anolidae,Anolis hobartsmithi,EN,B1ab(iii),Decreasing,Terrestrial,Neotropical
64198,Reptilia,Squamata,Anolidae,Anolis boulengerianus,DD,,Unknown,Terrestrial,Neotropical
64199,Reptilia,Squamata,Anolidae,Anolis liogaster,LC,,Stable,Terrestrial,Neotropical
64200,Reptilia,Squamata,Anolidae,Anolis macrinii,LC,,Stable,Terrestrial,Neotropical
64201,Reptilia,Squamata,Anolidae,Anolis megapholidotus,LC,,Stable,Terrestrial,Neotropical
64202,Reptilia,Squamata,Anolidae,Anolis microlepidotus,LC,,Stable,Terrestrial,Neotropical
64203,Reptilia,Squamata,Anolidae,Anolis microlepis,DD,,Unknown,Terrestrial,Neotropical
64204,Reptilia,Squamata,Anolidae,Anolis milleri,DD,,Unknown,Terrestrial,Neotropical
64205,Reptilia,Squamata,Anolidae,Anolis naufragus,VU,B1ab(iii),Decreasing,Terrestrial,Nearctic|Neotropical
64206,Reptilia,Squamata,Anolidae,Anolis nebuloides,LC,,Stable,Terrestrial,Neotropical
64207,Reptilia,Squamata,Anolidae,Anolis nebulosus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64208,Reptilia,Squamata,Anolidae,Anolis omiltemanus,LC,,Stable,Terrestrial,Neotropical
64209,Reptilia,Squamata,Anolidae,Anolis parvicirculatus,LC,,Unknown,Terrestrial,Neotropical
64210,Reptilia,Squamata,Anolidae,Anolis rubiginosus,DD,,Unknown,Terrestrial,Neotropical
64211,Reptilia,Squamata,Anolidae,Anolis pygmaeus,EN,B1ab(iii),Decreasing,Terrestrial,Neotropical
64212,Reptilia,Squamata,Anolidae,Anolis quercorum,LC,,Stable,Terrestrial,Neotropical
64213,Reptilia,Squamata,Anolidae,Anolis schiedii,DD,,Unknown,Terrestrial,Neotropical
64214,Reptilia,Squamata,Anolidae,Anolis schmidti,LC,,Unknown,Terrestrial,Neotropical
64215,Reptilia,Squamata,Anolidae,Anolis simmonsi,DD,,Unknown,Terrestrial,Neotropical
64216,Reptilia,Squamata,Anolidae,Anolis subocularis,DD,,Unknown,Terrestrial,Neotropical
64217,Reptilia,Squamata,Anolidae,Anolis taylori,LC,,Stable,Terrestrial,Neotropical
64219,Reptilia,Squamata,Rhineuridae,Rhineura floridana,LC,,Stable,Terrestrial,Nearctic
64220,Reptilia,Squamata,Scincidae,Plestiodon anthracinus,LC,,Stable,Terrestrial,Nearctic
64221,Reptilia,Squamata,Scincidae,Plestiodon brevirostris,LC,,Stable,Terrestrial,Nearctic|Neotropical
64222,Reptilia,Squamata,Scincidae,Plestiodon callicephalus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64223,Reptilia,Squamata,Scincidae,Plestiodon colimensis,DD,,Unknown,Terrestrial,Neotropical
64224,Reptilia,Squamata,Scincidae,Plestiodon copei,LC,,Stable,Terrestrial,Nearctic|Neotropical
64225,Reptilia,Squamata,Scincidae,Plestiodon dugesii,VU,B1ab(iii),Decreasing,Terrestrial,Nearctic|Neotropical
64226,Reptilia,Squamata,Scincidae,Plestiodon egregius,LC,,Decreasing,Terrestrial,Nearctic|Neotropical
64227,Reptilia,Squamata,Scincidae,Plestiodon fasciatus,LC,,Stable,Terrestrial,Nearctic
64228,Reptilia,Squamata,Scincidae,Plestiodon gilberti,LC,,Stable,Terrestrial,Nearctic
64229,Reptilia,Squamata,Scincidae,Plestiodon inexpectatus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64230,Reptilia,Squamata,Scincidae,Plestiodon lagunensis,LC,,Stable,Terrestrial,Nearctic|Neotropical
64231,Reptilia,Squamata,Scincidae,Plestiodon laticeps,LC,,Stable,Terrestrial,Nearctic
64232,Reptilia,Squamata,Scincidae,Plestiodon lynxe,LC,,Stable,Terrestrial,Nearctic|Neotropical
64233,Reptilia,Squamata,Scincidae,Plestiodon multilineatus,DD,,Unknown,Terrestrial,Nearctic
64234,Reptilia,Squamata,Scincidae,Plestiodon multivirgatus,LC,,Stable,Terrestrial,Nearctic
64235,Reptilia,Squamata,Scincidae,Plestiodon obsoletus,LC,,Stable,Terrestrial,Nearctic
64236,Reptilia,Squamata,Scincidae,Plestiodon ochoterenae,LC,,Stable,Terrestrial,Neotropical
64237,Reptilia,Squamata,Scincidae,Plestiodon parviauriculatus,DD,,Unknown,Terrestrial,Nearctic|Neotropical
64238,Reptilia,Squamata,Scincidae,Plestiodon parvulus,DD,,Unknown,Terrestrial,Nearctic|Neotropical
64239,Reptilia,Squamata,Scincidae,Plestiodon septentrionalis,LC,,Stable,Terrestrial,Nearctic
64240,Reptilia,Squamata,Scincidae,Plestiodon skiltonianus,LC,,Stable,Terrestrial,Nearctic
64241,Reptilia,Squamata,Scincidae,Plestiodon tetragrammus,LC,,Stable,Terrestrial,Nearctic|Neotropical
64242,Reptilia,Squamata,Scincidae,Mesoscincus altamirani,DD,,Unknown,Terrestrial,Neotropical
64243,Reptilia,Squamata,Scincidae,Mesoscincus schwartzei,LC,,Stable,Terrestrial,Neotropical
64244,Reptilia,Squamata,Scincidae,Scincella gemmingeri,LC,,Stable,Terrestrial,Nearctic|Neotropical
64245,Reptilia,Squamata,Scincidae,Scincella lateralis,LC,,Stable,Terrestrial,Nearctic|Neotropical
