binomial,TaxonID,group,family,area
Amerotyphlops yonenagae,R09167,snake,Typhlopidae,3453.71472600
Amnesteophis melanauchen,R02642,snake,Dipsadidae,9.99116483
Amphibolurus burnsi,R10261,lizard,Agamidae,818136.49337367
Amphibolurus centralis,R10262,lizard,Agamidae,665198.35502880
Amphibolurus muricatus,R00097,lizard,Agamidae,678813.17817404
Amphibolurus norrisi,R00098,lizard,Agamidae,264375.15493831
Amphiesma stolatum,R06356,snake,Natricidae,6899924.31669357
Amphiesmoides ornaticeps,R06357,snake,Natricidae,174697.62804232
Amphiglossus astrolabi,R07038,lizard,Scincidae,128986.84041263
Amphiglossus reticulatus,R07052,lizard,Scincidae,75184.39952393
Amphisbaena absaberi,R00492,amphisbaenian,Amphisbaenidae,9.99116483
Amphisbaena acrobeles,R00493,amphisbaenian,Amphisbaenidae,9.99116483
Amphisbaena alba,R00494,amphisbaenian,Amphisbaenidae,13781841.00000000
Amphisbaena albocingulata,R00495,amphisbaenian,Amphisbaenidae,47561.58520227
Amphisbaena anaemariae,R00497,amphisbaenian,Amphisbaenidae,28894.01077514
Amphisbaena angustifrons,R00498,amphisbaenian,Amphisbaenidae,1244279.45308711
Amphisbaena anomala,R00499,amphisbaenian,Amphisbaenidae,28316.13476003
Amphisbaena arda,R00500,amphisbaenian,Amphisbaenidae,9.99116483
Amphisbaena arenaria,R00501,amphisbaenian,Amphisbaenidae,1829.92327829
Amphisbaena bahiana,R00502,amphisbaenian,Amphisbaenidae,5063.40374615
Amphisbaena bakeri,R00503,amphisbaenian,Amphisbaenidae,254.72028468
Amphisbaena barbouri,R00504,amphisbaenian,Amphisbaenidae,6302.39132207
Amphisbaena bedai,R00506,amphisbaenian,Amphisbaenidae,19848.49507883
Amphisbaena bilabialata,R10264,amphisbaenian,Amphisbaenidae,1506.79499094
Amphisbaena bolivica,R00508,amphisbaenian,Amphisbaenidae,802947.39857463
Amphisbaena borelli,R00509,amphisbaenian,Amphisbaenidae,311114.33694011
Amphisbaena brasiliana,R00510,amphisbaenian,Amphisbaenidae,35444.87492749
Amphisbaena brevis,R00511,amphisbaenian,Amphisbaenidae,9.99116483
Amphisbaena caeca,R00512,amphisbaenian,Amphisbaenidae,7935.25944952
Amphisbaena caetitensis,R11102,amphisbaenian,Amphisbaenidae,13.14408361
Amphisbaena caiari,R00513,amphisbaenian,Amphisbaenidae,1918.58128032
Amphisbaena camura,R00514,amphisbaenian,Amphisbaenidae,971299.82613573
Amphisbaena carlgansi,R00515,amphisbaenian,Amphisbaenidae,13.02421829
Amphisbaena carli,R00516,amphisbaenian,Amphisbaenidae,2100.20410792
Amphisbaena carvalhoi,R00517,amphisbaenian,Amphisbaenidae,1085.60469673
Amphisbaena caudalis,R00518,amphisbaenian,Amphisbaenidae,55.48302768
Amphisbaena cayemite,R00519,amphisbaenian,Amphisbaenidae,49.21717825
Amphisbaena cegei,R00520,amphisbaenian,Amphisbaenidae,6350.75233228
Amphisbaena crisae,R00522,amphisbaenian,Amphisbaenidae,9.99116483
Amphisbaena cubana,R00523,amphisbaenian,Amphisbaenidae,25883.80326454
Amphisbaena cuiabana,R00524,amphisbaenian,Amphisbaenidae,31747.65088708
Amphisbaena cunhai,R00525,amphisbaenian,Amphisbaenidae,85821.51883276
Amphisbaena darwinii,R10265,amphisbaenian,Amphisbaenidae,3114949.57409153
Amphisbaena dubia,R00527,amphisbaenian,Amphisbaenidae,150214.02638633
Amphisbaena fenestrata,R00528,amphisbaenian,Amphisbaenidae,244.41854702
Amphisbaena filiformis,R10266,amphisbaenian,Amphisbaenidae,19.98232966
Amphisbaena frontalis,R00529,amphisbaenian,Amphisbaenidae,531.67834748
Amphisbaena fuliginosa,R00530,amphisbaenian,Amphisbaenidae,10343779.70000000
Amphisbaena gonavensis,R00531,amphisbaenian,Amphisbaenidae,682.43053353
Amphisbaena gracilis,R00532,amphisbaenian,Amphisbaenidae,11255.67234244
Amphisbaena hastata,R00533,amphisbaenian,Amphisbaenidae,619.24923332
Amphisbaena heathi,R00534,amphisbaenian,Amphisbaenidae,3281.01606161
Amphisbaena hiata,R00536,amphisbaenian,Amphisbaenidae,4684.38159210
Amphisbaena hogei,R00537,amphisbaenian,Amphisbaenidae,55354.39283297
Amphisbaena hoogmoedi,R11103,amphisbaenian,Amphisbaenidae,9.99116483
Amphisbaena hyporissor,R00538,amphisbaenian,Amphisbaenidae,1567.31256907
Amphisbaena ibijara,R00539,amphisbaenian,Amphisbaenidae,10693.11585564
Amphisbaena ignatiana,R00540,amphisbaenian,Amphisbaenidae,56429.05846831
Amphisbaena innocens,R00542,amphisbaenian,Amphisbaenidae,11628.64856756
Amphisbaena kingii,R00543,amphisbaenian,Amphisbaenidae,1567073.00268417
Amphisbaena kiriri,R11101,amphisbaenian,Amphisbaenidae,214.09848106
Amphisbaena kraoh,R00545,amphisbaenian,Amphisbaenidae,47329.70738235
Amphisbaena leali,R00546,amphisbaenian,Amphisbaenidae,17.89531411
Amphisbaena leeseri,R00547,amphisbaenian,Amphisbaenidae,111572.84167551
Amphisbaena leucocephala,R00548,amphisbaenian,Amphisbaenidae,3867.95514457
Amphisbaena littoralis,R00549,amphisbaenian,Amphisbaenidae,645.30124387
Amphisbaena lumbricalis,R00550,amphisbaenian,Amphisbaenidae,19769.16202453
Amphisbaena manni,R00551,amphisbaenian,Amphisbaenidae,54839.68094753
Amphisbaena maranhensis,R00552,amphisbaenian,Amphisbaenidae,9.99116483
Amphisbaena mebengokre,R11104,amphisbaenian,Amphisbaenidae,9.99116483
Amphisbaena medemi,R00554,amphisbaenian,Amphisbaenidae,3607.50173271
Amphisbaena mertensii,R00556,amphisbaenian,Amphisbaenidae,816727.28397617
Amphisbaena metallurga,R00557,amphisbaenian,Amphisbaenidae,9.99116483
Amphisbaena miringoera,R00559,amphisbaenian,Amphisbaenidae,516.63706608
Amphisbaena mitchelli,R00560,amphisbaenian,Amphisbaenidae,125058.82965768
Amphisbaena munoai,R00561,amphisbaenian,Amphisbaenidae,295236.62953073
Amphisbaena myersi,R00562,amphisbaenian,Amphisbaenidae,9.99116483
Amphisbaena neglecta,R00563,amphisbaenian,Amphisbaenidae,554914.36291183
Amphisbaena nigricauda,R00564,amphisbaenian,Amphisbaenidae,436.38874261
Amphisbaena occidentalis,R00565,amphisbaenian,Amphisbaenidae,17769.79139707
Amphisbaena pericensis,R00567,amphisbaenian,Amphisbaenidae,362.87877680
Amphisbaena persephone,R00568,amphisbaenian,Amphisbaenidae,9.99116483
Amphisbaena plumbea,R00569,amphisbaenian,Amphisbaenidae,581202.02254330
Amphisbaena polygrammica,R00570,amphisbaenian,Amphisbaenidae,9.99116483
Amphisbaena pretrei,R00572,amphisbaenian,Amphisbaenidae,591792.07672572
Amphisbaena prunicolor,R00573,amphisbaenian,Amphisbaenidae,478304.80870787
Amphisbaena ridleyi,R00574,amphisbaenian,Amphisbaenidae,20.19369302
Amphisbaena roberti,R00575,amphisbaenian,Amphisbaenidae,556153.86113443
Amphisbaena rozei,R00576,amphisbaenian,Amphisbaenidae,9.99116483
Amphisbaena sanctaeritae,R00577,amphisbaenian,Amphisbaenidae,9.99116483
Amphisbaena saxosa,R00578,amphisbaenian,Amphisbaenidae,2961.16558237
Amphisbaena schmidti,R00579,amphisbaenian,Amphisbaenidae,1503.05399506
Amphisbaena silvestrii,R00581,amphisbaenian,Amphisbaenidae,329640.69295096
Amphisbaena slateri,R00582,amphisbaenian,Amphisbaenidae,4480.34690899
Amphisbaena slevini,R00583,amphisbaenian,Amphisbaenidae,121480.83497516
Amphisbaena spurelli,R00584,amphisbaenian,Amphisbaenidae,19.98232966
Amphisbaena steindachneri,R00585,amphisbaenian,Amphisbaenidae,728.28127093
Amphisbaena stejnegeri,R00586,amphisbaenian,Amphisbaenidae,10.41635325
Amphisbaena supernumeraria,R00587,amphisbaenian,Amphisbaenidae,107.02094625
Amphisbaena talisiae,R00588,amphisbaenian,Amphisbaenidae,113662.61254527
Amphisbaena townsendi,R00589,amphisbaenian,Amphisbaenidae,496.53642760
Amphisbaena tragorrhectes,R00591,amphisbaenian,Amphisbaenidae,9.99116466
Amphisbaena uroxena,R00592,amphisbaenian,Amphisbaenidae,15.97241782
Amphisbaena vanzolinii,R00593,amphisbaenian,Amphisbaenidae,37470.92463051
Amphisbaena vermicularis,R00595,amphisbaenian,Amphisbaenidae,1727813.47594929
Amphisbaena xera,R00598,amphisbaenian,Amphisbaenidae,1272.53109859
Amplorhinus multimaculatus,R05577,snake,Lamprophiidae,232332.94409287
Amyda cartilaginea,R10216,turtle,Trionychidae,2370518.87357257
Amyda ornata,R10267,turtle,Trionychidae,1787550.60372537
Anadia altaserrania,R04895,lizard,Gymnophthalmidae,9.99116483
Anadia antioquensis,R04896,lizard,Gymnophthalmidae,19.98232966
Anadia bitaeniata,R04897,lizard,Gymnophthalmidae,4281.13512214
Anadia blakei,R04898,lizard,Gymnophthalmidae,1242.14448615
Anadia bogotensis,R04899,lizard,Gymnophthalmidae,23378.47203194
Anadia brevifrontalis,R04900,lizard,Gymnophthalmidae,2502.95329296
Anadia buenaventura,R11336,lizard,Gymnophthalmidae,15.93408737
Anadia bumanguesa,R04901,lizard,Gymnophthalmidae,1698.48725034
Anadia escalerae,R04902,lizard,Gymnophthalmidae,24668.85512072
Anadia hobarti,R04903,lizard,Gymnophthalmidae,9.99116483
Anadia marmorata,R04904,lizard,Gymnophthalmidae,3317.79369722
Anadia ocellata,R04906,lizard,Gymnophthalmidae,126926.36568082
Anadia pamplonensis,R04907,lizard,Gymnophthalmidae,2970.69460259
Anadia pariaensis,R04908,lizard,Gymnophthalmidae,757.25256687
Anadia petersi,R04909,lizard,Gymnophthalmidae,136.00015779
Anadia pulchella,R04910,lizard,Gymnophthalmidae,10110.71574077
Anadia rhombifera,R04911,lizard,Gymnophthalmidae,148125.34776561
Anadia steyeri,R04912,lizard,Gymnophthalmidae,10639.47082942
Anadia vittata,R04913,lizard,Gymnophthalmidae,30771.78617880
Anatololacerta anatolica,R05295,lizard,Lacertidae,78408.29478363
Anatololacerta budaki,R05296,lizard,Lacertidae,20798.34120918
Anatololacerta danfordi,R05297,lizard,Lacertidae,56424.51748278
Anatololacerta pelasgiana,R05298,lizard,Lacertidae,27921.65234885
Ancylocranium barkeri,R00599,amphisbaenian,Amphisbaenidae,9113.70884447
Ancylocranium ionidesi,R00600,amphisbaenian,Amphisbaenidae,7751.52773394
Ancylocranium somalicum,R00601,amphisbaenian,Amphisbaenidae,228.13066533
Andinosaura afrania,R10268,lizard,Gymnophthalmidae,9.99116483
Andinosaura aurea,R10269,lizard,Gymnophthalmidae,263.40770945
Andinosaura crypta,R10270,lizard,Gymnophthalmidae,1202.26058744
Andinosaura hyposticta,R10271,lizard,Gymnophthalmidae,16506.47392029
Andinosaura kiziriani,R10272,lizard,Gymnophthalmidae,19.98232966
Andinosaura laevis,R10273,lizard,Gymnophthalmidae,3999.31126512
Andinosaura oculata,R10274,lizard,Gymnophthalmidae,4971.34385775
Andinosaura petrorum,R10275,lizard,Gymnophthalmidae,1369.18179257
Andinosaura stellae,R10276,lizard,Gymnophthalmidae,9.99116483
Andinosaura vespertina,R10277,lizard,Gymnophthalmidae,9387.89639904
Andinosaura vieta,R10278,lizard,Gymnophthalmidae,7506.52235096
Anelytropsis papillosus,R02414,lizard,Dibamidae,27592.48262366
Anepischetosia maccoyi,R07060,lizard,Scincidae,179945.02591695
Anguis cephallonica,R00695,lizard,Anguidae,22293.57779037
Anguis colchica,R00696,lizard,Anguidae,4741206.07795965
Anguis fragilis,R00697,lizard,Anguidae,2517277.40354507
Anguis graeca,R00698,lizard,Anguidae,146106.24809048
Anguis veronensis,R00700,lizard,Anguidae,268007.79248256
Anilios affinis,R09168,snake,Typhlopidae,705634.91122465
Anilios ammodytes,R09169,snake,Typhlopidae,246370.88771464
Anilios aspina,R09170,snake,Typhlopidae,8539.56359154
Anilios australis,R09171,snake,Typhlopidae,319453.16365857
Anilios batillus,R09172,snake,Typhlopidae,9.99116484
Anilios bicolor,R09173,snake,Typhlopidae,872297.75587350
Anilios bituberculatus,R09174,snake,Typhlopidae,1849576.78169176
Anilios broomi,R09175,snake,Typhlopidae,111657.14045124
Anilios centralis,R09176,snake,Typhlopidae,25644.39412916
Anilios chamodracaena,R09177,snake,Typhlopidae,54306.61203892
Anilios diversus,R09178,snake,Typhlopidae,1784998.91827947
Anilios endoterus,R09179,snake,Typhlopidae,1558301.75855638
Anilios erycinus,R09180,snake,Typhlopidae,36216.25892686
Anilios fossor,R10279,snake,Typhlopidae,9.99116483
Anilios ganei,R09181,snake,Typhlopidae,82978.66879277
Anilios grypus,R09182,snake,Typhlopidae,2742309.09412555
Anilios guentheri,R09183,snake,Typhlopidae,562831.04202860
Anilios hamatus,R09184,snake,Typhlopidae,968718.04837766
Anilios howi,R09185,snake,Typhlopidae,21540.31692748
Anilios insperatus,R10280,snake,Typhlopidae,9.99116483
Anilios kimberleyensis,R09186,snake,Typhlopidae,318467.77678709
Anilios leptosoma,R09187,snake,Typhlopidae,56275.56236533
Anilios leucoproctus,R09188,snake,Typhlopidae,49176.73937709
Anilios ligatus,R09189,snake,Typhlopidae,1856651.22405719
Anilios longissimus,R09190,snake,Typhlopidae,238.63674649
Anilios margaretae,R09191,snake,Typhlopidae,138290.03831862
Anilios micromma,R09192,snake,Typhlopidae,1701.45806012
Anilios minimus,R09193,snake,Typhlopidae,22257.16896780
Anilios nema,R09194,snake,Typhlopidae,522.76567085
Anilios nigrescens,R09195,snake,Typhlopidae,788664.67867381
Anilios obtusifrons,R10281,snake,Typhlopidae,52.21751259
Anilios pilbarensis,R09198,snake,Typhlopidae,175600.04723796
Anilios pinguis,R09199,snake,Typhlopidae,98137.11952171
Anilios proximus,R09201,snake,Typhlopidae,846188.04438921
Anilios robertsi,R09202,snake,Typhlopidae,82.91394363
Anilios silvia,R09203,snake,Typhlopidae,4379.31454904
Anilios splendidus,R09204,snake,Typhlopidae,42.68726078
Anilios systenos,R10282,snake,Typhlopidae,1196.91789886
Anilios torresianus,R09205,snake,Typhlopidae,173103.52213999
Anilios tovelli,R09206,snake,Typhlopidae,78887.02024874
Anilios troglodytes,R09207,snake,Typhlopidae,1052001.69456411
Anilios unguirostris,R09208,snake,Typhlopidae,1133490.74648601
Anilios waitii,R09209,snake,Typhlopidae,1055005.75078120
Anilios wiedii,R09210,snake,Typhlopidae,738264.39793231
Anilios yampiensis,R09211,snake,Typhlopidae,26.78968531
Anilios yirrikalae,R09212,snake,Typhlopidae,181961.54321897
Anilios zonula,R10283,snake,Typhlopidae,3369.63212729
Anilius scytale,R00740,snake,Aniliidae,7903854.13648526
Anisolepis grilli,R05905,lizard,Leiosauridae,692931.46457185
Anisolepis longicauda,R05906,lizard,Leiosauridae,122573.22806578
Anisolepis undulatus,R05907,lizard,Leiosauridae,115119.46391840
Anniella alexanderae,R00741,lizard,Anniellidae,138.94755831
Anniella campi,R00742,lizard,Anniellidae,503.05528482
Anniella geronimensis,R00743,lizard,Anniellidae,2929.87668745
Anniella grinnelli,R00744,lizard,Anniellidae,961.68107730
Anniella pulchra,R00745,lizard,Anniellidae,135562.30352145
Anniella stebbinsi,R00746,lizard,Anniellidae,46695.10797365
Anolis acutus,R02015,lizard,Dactyloidae,193.12934128
Anolis aeneus,R02016,lizard,Dactyloidae,421.59825146
Anolis aequatorialis,R02017,lizard,Dactyloidae,22401.39021965
Anolis agassizi,R02018,lizard,Dactyloidae,7.65622437
Anolis agueroi,R02019,lizard,Dactyloidae,651.30869053
Anolis ahli,R02020,lizard,Dactyloidae,765.01408648
Anolis alayoni,R02021,lizard,Dactyloidae,4302.66373095
Anolis alfaroi,R02022,lizard,Dactyloidae,9.99116483
Anolis aliniger,R02023,lizard,Dactyloidae,23061.52475465
Anolis allisoni,R02024,lizard,Dactyloidae,64972.75243980
Anolis allogus,R02025,lizard,Dactyloidae,77077.82495456
Anolis alocomyos,R02026,lizard,Dactyloidae,89.60099230
Anolis altae,R02027,lizard,Dactyloidae,14238.60376608
Anolis altavelensis,R02028,lizard,Dactyloidae,1.68470791
Anolis altitudinalis,R02029,lizard,Dactyloidae,16.60790076
Anolis alumina,R02030,lizard,Dactyloidae,3921.82402119
Anolis alutaceus,R02031,lizard,Dactyloidae,57368.13698994
Anolis alvarezdeltoroi,R02032,lizard,Dactyloidae,1006.84362311
Anolis amplisquamosus,R02033,lizard,Dactyloidae,9.99116483
Anolis anatoloros,R02034,lizard,Dactyloidae,123.84937243
Anolis anchicayae,R02035,lizard,Dactyloidae,51844.67341971
Anolis anfiloquioi,R02036,lizard,Dactyloidae,4683.24572755
Anolis angusticeps,R02037,lizard,Dactyloidae,100327.62212271
Anolis anisolepis,R02038,lizard,Dactyloidae,4345.93854701
Anolis annectens,R02039,lizard,Dactyloidae,12127.29752598
Anolis anoriensis,R02040,lizard,Dactyloidae,448.87868121
Anolis antioquiae,R02041,lizard,Dactyloidae,4125.19395296
Anolis antonii,R02042,lizard,Dactyloidae,39163.50936614
Anolis apletolepis,R10284,lizard,Dactyloidae,267.30184243
Anolis apletophallus,R02043,lizard,Dactyloidae,28423.37729757
Anolis apollinaris,R02044,lizard,Dactyloidae,67033.61666671
Anolis aquaticus,R02045,lizard,Dactyloidae,11011.75140235
Anolis arenal,R11186,lizard,Dactyloidae,11.63400307
Anolis argenteolus,R02046,lizard,Dactyloidae,32510.02815030
Anolis argillaceus,R02047,lizard,Dactyloidae,20282.05417396
Anolis armouri,R02048,lizard,Dactyloidae,4997.49919641
Anolis auratus,R02049,lizard,Dactyloidae,3453865.18086152
Anolis aurifer,R10285,lizard,Dactyloidae,2678.70736198
Anolis bahorucoensis,R02050,lizard,Dactyloidae,2842.22185258
Anolis baleatus,R02051,lizard,Dactyloidae,23168.30336157
Anolis baracoae,R02052,lizard,Dactyloidae,1052.44251403
Anolis barahonae,R02053,lizard,Dactyloidae,1713.68343095
Anolis barbatus,R02054,lizard,Dactyloidae,537.65004651
Anolis barbouri,R02055,lizard,Dactyloidae,7796.96326621
Anolis barkeri,R02056,lizard,Dactyloidae,36541.56723882
Anolis bartschi,R02057,lizard,Dactyloidae,1318.98756936
Anolis beckeri,R02058,lizard,Dactyloidae,180350.64440032
Anolis bellipeniculus,R02059,lizard,Dactyloidae,9.99116483
Anolis benedikti,R02060,lizard,Dactyloidae,371.09769401
Anolis bicaorum,R02061,lizard,Dactyloidae,42.08367117
Anolis bimaculatus,R02062,lizard,Dactyloidae,298.22392907
Anolis binotatus,R02063,lizard,Dactyloidae,52867.28464331
Anolis biporcatus,R02064,lizard,Dactyloidae,650952.01231456
Anolis birama,R02065,lizard,Dactyloidae,9.99116483
Anolis bitectus,R02066,lizard,Dactyloidae,15453.39711197
Anolis blanquillanus,R02067,lizard,Dactyloidae,65.31448408
Anolis boettgeri,R02068,lizard,Dactyloidae,5276.60912084
Anolis bombiceps,R02069,lizard,Dactyloidae,371663.11327751
Anolis bonairensis,R02070,lizard,Dactyloidae,244.26175704
Anolis boulengerianus,R02071,lizard,Dactyloidae,5745.44212360
Anolis brasiliensis,R02072,lizard,Dactyloidae,1239579.51018260
Anolis bremeri,R02073,lizard,Dactyloidae,5260.16060606
Anolis breslini,R02074,lizard,Dactyloidae,1043.77519911
Anolis brevirostris,R02075,lizard,Dactyloidae,15142.28918133
Anolis brianjuliani,R11187,lizard,Dactyloidae,9.99116483
Anolis brooksi,R10286,lizard,Dactyloidae,12414.65787809
Anolis brunneus,R02076,lizard,Dactyloidae,366.79390423
Anolis caceresae,R11184,lizard,Dactyloidae,870.76834155
Anolis calimae,R02077,lizard,Dactyloidae,5315.40882693
Anolis campbelli,R02078,lizard,Dactyloidae,19.45552088
Anolis capito,R02079,lizard,Dactyloidae,278978.17497760
Anolis caquetae,R02080,lizard,Dactyloidae,943.99011341
Anolis carlliebi,R02081,lizard,Dactyloidae,539.58461521
Anolis carlostoddi,R02082,lizard,Dactyloidae,9.99116490
Anolis carolinensis,R02083,lizard,Dactyloidae,1275192.42961055
Anolis carpenteri,R02084,lizard,Dactyloidae,39659.79616179
Anolis casildae,R02085,lizard,Dactyloidae,762.81161423
Anolis caudalis,R02086,lizard,Dactyloidae,621.89961881
Anolis centralis,R02087,lizard,Dactyloidae,40134.33397083
Anolis chamaeleonides,R02088,lizard,Dactyloidae,18057.07138526
Anolis charlesmyersi,R02089,lizard,Dactyloidae,16141.76621088
Anolis chloris,R02090,lizard,Dactyloidae,99568.40941498
Anolis chlorocyanus,R02091,lizard,Dactyloidae,61926.91524555
Anolis chlorodius,R10287,lizard,Dactyloidae,1107.91339958
Anolis christophei,R02093,lizard,Dactyloidae,9856.01208533
Anolis chrysolepis,R02094,lizard,Dactyloidae,5296822.63051514
Anolis chrysops,R02095,lizard,Dactyloidae,1.11612765
Anolis clivicola,R02096,lizard,Dactyloidae,1153.76960183
Anolis cobanensis,R02097,lizard,Dactyloidae,8317.09352549
Anolis coelestinus,R02098,lizard,Dactyloidae,15116.79736829
Anolis compressicauda,R02099,lizard,Dactyloidae,18138.83168978
Anolis concolor,R02100,lizard,Dactyloidae,51.48512390
Anolis confusus,R02101,lizard,Dactyloidae,288.51013504
Anolis conspersus,R02102,lizard,Dactyloidae,203.03256369
Anolis cooki,R02103,lizard,Dactyloidae,258.31918871
Anolis crassulus,R02104,lizard,Dactyloidae,51762.52875037
Anolis cristatellus,R02105,lizard,Dactyloidae,9147.17065228
Anolis cristifer,R02106,lizard,Dactyloidae,13159.39628651
Anolis cryptolimifrons,R02107,lizard,Dactyloidae,966.69601937
Anolis cupeyalensis,R02108,lizard,Dactyloidae,2393.56483837
Anolis cupreus,R02109,lizard,Dactyloidae,146564.14440470
